,0
0,33.333333333333336
1,37.5
2,41.666666666666664
3,53.125
4,51.5625
5,56.25
6,55.729166666666664
7,60.416666666666664
8,64.58333333333333
9,63.020833333333336
10,57.8125
11,64.58333333333333
12,63.541666666666664
13,68.22916666666667
14,70.3125
15,65.10416666666667
16,68.75
17,71.35416666666667
18,72.91666666666667
19,69.27083333333333
20,68.22916666666667
21,70.83333333333333
22,71.875
23,75.52083333333333
24,73.95833333333333
25,67.70833333333333
26,72.39583333333333
27,70.83333333333333
28,70.3125
29,71.875
30,73.4375
31,73.95833333333333
32,74.47916666666667
33,79.16666666666667
34,76.04166666666667
35,76.04166666666667
36,75.0
37,73.95833333333333
38,74.47916666666667
39,79.6875
40,72.39583333333333
41,78.64583333333333
42,74.47916666666667
43,79.16666666666667
44,76.5625
45,77.60416666666667
46,72.39583333333333
47,72.91666666666667
48,79.6875
49,78.125
50,77.08333333333333
51,78.64583333333333
52,73.4375
53,71.35416666666667
54,79.6875
55,80.20833333333333
56,74.47916666666667
57,74.47916666666667
58,78.64583333333333
59,72.91666666666667
60,78.125
61,80.72916666666667
62,73.95833333333333
63,79.6875
64,78.64583333333333
65,72.91666666666667
66,76.5625
67,80.20833333333333
68,73.95833333333333
69,81.25
70,78.64583333333333
71,80.72916666666667
72,77.60416666666667
73,77.08333333333333
74,80.20833333333333
75,80.72916666666667
76,80.72916666666667
77,76.5625
78,79.16666666666667
79,77.08333333333333
80,80.20833333333333
81,76.04166666666667
82,80.20833333333333
83,75.0
84,79.16666666666667
85,80.72916666666667
86,76.04166666666667
87,81.25
88,81.77083333333333
89,81.77083333333333
90,82.8125
91,80.20833333333333
92,80.72916666666667
93,80.72916666666667
94,79.16666666666667
95,79.6875
96,81.77083333333333
97,80.20833333333333
98,80.20833333333333
99,80.20833333333333
100,79.6875
101,81.25
102,80.72916666666667
103,82.8125
104,86.45833333333333
105,82.29166666666667
106,84.375
107,78.125
108,83.85416666666667
109,80.20833333333333
110,80.20833333333333
111,83.33333333333333
112,80.72916666666667
113,83.33333333333333
114,83.85416666666667
115,82.29166666666667
116,84.375
117,80.20833333333333
118,85.41666666666667
119,80.20833333333333
120,82.29166666666667
121,88.02083333333333
122,88.54166666666667
123,86.45833333333333
124,73.95833333333333
125,83.33333333333333
126,81.77083333333333
127,86.45833333333333
128,87.5
129,79.6875
130,83.33333333333333
131,83.85416666666667
132,86.45833333333333
133,83.85416666666667
134,84.375
135,78.64583333333333
136,80.72916666666667
137,85.9375
138,84.89583333333333
139,84.89583333333333
140,82.8125
141,80.72916666666667
142,89.58333333333333
143,83.33333333333333
144,87.5
145,84.89583333333333
146,87.5
147,81.25
148,83.85416666666667
149,86.45833333333333
150,84.375
151,87.5
152,83.85416666666667
153,87.5
154,85.9375
155,82.8125
156,91.66666666666667
157,86.97916666666667
158,79.6875
159,85.9375
160,83.33333333333333
161,88.02083333333333
162,89.0625
163,85.41666666666667
164,86.45833333333333
165,86.45833333333333
166,89.0625
167,82.8125
168,85.41666666666667
169,83.33333333333333
170,85.41666666666667
171,88.02083333333333
172,83.33333333333333
173,86.97916666666667
174,83.33333333333333
175,84.375
176,82.29166666666667
177,83.33333333333333
178,85.9375
179,86.45833333333333
180,86.97916666666667
181,85.9375
182,83.33333333333333
183,84.89583333333333
184,85.9375
185,92.1875
186,82.29166666666667
187,81.25
188,85.9375
189,86.45833333333333
190,89.0625
191,87.5
192,88.02083333333333
193,83.33333333333333
194,84.89583333333333
195,87.5
196,89.0625
197,85.9375
198,87.5
199,87.5
200,89.0625
201,86.97916666666667
202,84.375
203,87.5
204,86.45833333333333
205,85.9375
206,84.375
207,84.89583333333333
208,87.5
209,84.375
210,84.89583333333333
211,85.9375
212,84.89583333333333
213,87.5
214,91.66666666666667
215,87.5
216,84.89583333333333
217,83.85416666666667
218,84.375
219,90.10416666666667
220,82.29166666666667
221,86.45833333333333
222,90.625
223,88.54166666666667
224,82.8125
225,91.66666666666667
226,84.89583333333333
227,83.85416666666667
228,89.0625
229,84.375
230,90.625
231,89.58333333333333
232,83.33333333333333
233,90.10416666666667
234,89.0625
235,90.10416666666667
236,92.1875
237,86.97916666666667
238,86.97916666666667
239,86.97916666666667
240,85.41666666666667
241,90.10416666666667
242,84.89583333333333
243,88.02083333333333
244,87.5
245,82.29166666666667
246,89.0625
247,89.0625
248,86.45833333333333
249,89.0625
