,0
0,4.166666666666667
1,53.645833333333336
2,51.5625
3,55.208333333333336
4,65.625
5,71.875
6,71.35416666666667
7,75.0
8,79.16666666666667
9,76.5625
10,77.08333333333333
11,77.60416666666667
12,77.60416666666667
13,78.125
14,81.25
15,81.77083333333333
16,78.64583333333333
17,82.8125
18,80.72916666666667
19,80.72916666666667
20,76.5625
21,83.33333333333333
22,78.125
23,77.60416666666667
24,79.16666666666667
25,84.89583333333333
26,81.77083333333333
27,85.41666666666667
28,84.89583333333333
29,82.8125
30,82.29166666666667
31,85.41666666666667
32,86.45833333333333
33,86.45833333333333
34,80.72916666666667
35,86.45833333333333
36,86.97916666666667
37,81.77083333333333
38,82.8125
39,86.45833333333333
40,85.9375
41,86.45833333333333
42,82.8125
43,85.41666666666667
44,85.41666666666667
45,89.58333333333333
46,91.14583333333333
47,92.1875
48,85.41666666666667
49,85.9375
50,87.5
51,84.89583333333333
52,86.45833333333333
53,87.5
54,84.89583333333333
55,89.0625
56,86.45833333333333
57,87.5
58,87.5
59,90.10416666666667
60,88.02083333333333
61,86.45833333333333
62,89.0625
63,87.5
64,92.1875
65,87.5
66,83.33333333333333
67,87.5
68,87.5
69,92.70833333333333
70,88.02083333333333
71,88.54166666666667
72,90.10416666666667
73,91.66666666666667
74,90.10416666666667
75,89.0625
76,88.54166666666667
77,90.625
78,91.14583333333333
79,92.70833333333333
80,90.625
81,93.22916666666667
82,94.79166666666667
83,86.97916666666667
84,87.5
85,86.45833333333333
86,92.1875
87,91.14583333333333
88,89.0625
89,88.02083333333333
90,90.10416666666667
91,91.66666666666667
92,89.58333333333333
93,87.5
94,92.70833333333333
95,92.70833333333333
96,90.625
97,91.14583333333333
98,94.27083333333333
99,91.14583333333333
100,91.66666666666667
101,89.58333333333333
102,91.14583333333333
103,91.66666666666667
104,94.27083333333333
105,91.14583333333333
106,95.3125
107,90.625
108,91.66666666666667
109,95.3125
110,94.27083333333333
111,93.75
112,93.22916666666667
113,93.75
114,90.10416666666667
115,92.70833333333333
116,87.5
117,97.91666666666667
118,92.1875
119,94.79166666666667
120,92.70833333333333
121,94.27083333333333
122,91.66666666666667
123,95.83333333333333
124,92.1875
125,92.1875
126,91.14583333333333
127,96.875
128,96.875
129,92.1875
130,92.1875
131,92.70833333333333
132,90.10416666666667
133,94.27083333333333
134,94.27083333333333
135,95.3125
136,94.79166666666667
137,89.58333333333333
138,92.70833333333333
139,94.27083333333333
140,92.1875
141,91.66666666666667
142,93.22916666666667
143,95.3125
144,93.22916666666667
145,96.35416666666667
146,91.66666666666667
147,93.22916666666667
148,91.14583333333333
149,94.27083333333333
150,95.83333333333333
151,94.79166666666667
152,95.3125
153,93.75
154,92.70833333333333
155,90.10416666666667
156,93.22916666666667
157,94.27083333333333
158,91.66666666666667
159,95.3125
160,94.79166666666667
161,93.22916666666667
162,96.35416666666667
163,94.79166666666667
164,95.3125
165,94.79166666666667
166,94.27083333333333
167,96.35416666666667
168,91.66666666666667
169,96.875
170,95.3125
171,95.3125
172,94.27083333333333
173,94.79166666666667
174,95.3125
175,92.1875
176,95.83333333333333
177,93.22916666666667
178,95.83333333333333
179,94.27083333333333
180,94.27083333333333
181,92.70833333333333
182,96.35416666666667
183,92.1875
184,95.3125
185,96.875
186,95.3125
187,95.83333333333333
188,92.1875
189,95.3125
190,95.3125
191,94.27083333333333
192,92.1875
193,95.83333333333333
194,96.35416666666667
195,96.875
196,95.3125
197,95.83333333333333
198,94.27083333333333
199,96.35416666666667
200,94.27083333333333
201,96.875
202,92.70833333333333
203,97.91666666666667
204,94.79166666666667
205,96.35416666666667
206,96.875
207,94.79166666666667
208,94.79166666666667
209,94.79166666666667
210,93.22916666666667
211,93.75
212,94.79166666666667
213,96.875
214,94.27083333333333
215,97.39583333333333
216,97.91666666666667
217,95.3125
218,95.83333333333333
219,97.91666666666667
220,97.39583333333333
221,96.875
222,96.875
223,95.3125
224,98.95833333333333
225,95.83333333333333
226,96.35416666666667
227,96.875
228,95.83333333333333
229,97.91666666666667
230,94.79166666666667
231,97.39583333333333
232,94.27083333333333
233,95.83333333333333
234,98.4375
235,96.35416666666667
236,96.35416666666667
237,96.875
238,96.35416666666667
239,97.91666666666667
240,98.95833333333333
241,98.4375
242,95.3125
243,95.3125
244,95.83333333333333
245,94.27083333333333
246,93.75
247,96.35416666666667
248,99.47916666666667
249,96.875
